is হয়
academies প্রতিষ্ঠানগুলোর
felt অনুভূত
temporarily সাময়িকভাবে
lose হারিয়েছে
traveller যাত্রী
comite পরিষদের
14 ১৪
animal জীবকে
beginning প্রারম্ভে
affect প্রভাবান্বিত
ascended আরোহন
quality বৈশিষ্ট্যের
5th ৫ম
financial অর্থনৈতিক
feature বৈধ
useful উপকারী
dam বাঁধ
atomic আনবিক
side কোণ
memory মেমোরি
superstition কুসংস্কার
home বাসায়
aziz আজিজ
collected সংঘটিত
belgium বেলজিয়াম
filmfare ফিল্মফেয়ার
palestinian ফিলিস্তিনী
scottish স্কটিশ
much অধিকতর
developed আবির্ভাব
background পটভূমিতে
replaced স্থলাভিষিক্ত
nominated মনোনীত
leave ছেড়ে
bowling বোলিং
extreme চরম
1200 ১২০০
farthest দূরবর্তী
buried দাফন
work কর্মকাণ্ডের
yearly বছরে
southern দক্ষিণাঞ্চলীয়
128 ১২৮
organizing সাংগঠনিক
borders বর্ডারস
areas অঞ্চলগুলি
union ইউনিয়নের
north-east উত্তরপূর্ব
nawab নওয়াব
mountainous পাহাড়ী
disconnection বিচ্ছিন্নতা
rudolph রুডলফ
diameter ব্যাস
evidence প্রমাণ
passing অতিক্রমণ
statistics পরিসংখ্যান
drama নাটকে
side পার্শ্ব
intelligent জ্ঞানী
addition সমষ্টির
charles চার্লস
atlantic আটলান্টিকের
xp এক্সপি
united একত্র
lowered খর্ব
lyrics লিপির
school বিদ্যালয়
wimax ওয়াইম্যাক্স
lifespan জীবদ্দশায়
iraq ইরাকি
beast পশু
ionised আয়নিত
messenger মেসেঞ্জার
non-cooperation অসহযোগ
varieties বৈচিত্রের
gnome গনোমের
studio স্টুডিও
saraswati সরস্বতী
23 ২৩
day দিনে
wireless তারবিহীন
see দেখুন
those সেগুলো
channel চ্যানেল
bangladeshi বাংলাদেশীদের
shamsul শামসুল
capacitor ধারক
2004 ২০০৪
wants চান
role ভূমিকা
will দেবে
teenager কিশোরের
treaty সন্ধি
create তৈরিতে
running চলিত
technique কলাকৌশল
word ওয়ার্ড
improvement উন্নয়ন
asks প্রশ্ন
arrival আবির্ভাবের
jalal জালাল
root বাজারজাত
denmark ডেনীয়
republica রেপুব্লিকা
usual সহজাত
total যাবতীয়
done প্রতিপাদন
orbit নিরক্ষরেখা
municipality পৌরসংস্থা
type জাতের
probably সম্ভবত
most সবচাইতে
truth বটে
until অবধি
idea পরিকল্পনা
short স্বল্পদৈর্ঘ্য
rational যুক্তি
music সুরে
temporarily আপাতত
league বাহিনী
rebel বিদ্রোহী
baul বাউল
stay থাকাকালীন
comment মন্তব্য
franch ফরাসি
two টু
dance নাচের
days দিন
sea সমুদ্র
scoured পরিমার্জিত
formed উঠেছিলো
womanly নারীবাদ
sale বিক্রয়
january জানুয়ারী
newly সাবেক
transformation বিবর্তনের
revolutionary বৈপ্লবিক
arrive পৌছে
itself একাই
culture চল
confusion সংশয়
puran পুরাণে
cold ঠান্ডা
unemployment বেকারত্ব
7 ৭
programming প্রোগ্রামিং
astonishing বিস্ময়কর
108 ১০৮
strong প্রচণ্ড
marshall মার্শাল
playing খেলতে
break বিরতি
brahma ব্রহ্মা
student ছাত্রী
planetary গ্রহীয়
injured আহত
sign প্রতীক
telescope দুরবিন
ubuntu উবুন্টুর
can যাবে
digit অঙ্কের
60s ষাটের
joint যৌথ
control নিয়ন্ত্রন
encircling পরিভ্রমণ
game ক্রীড়ার
absence অভাবে
core কেন্দ্রীন
light হালকা
agriculture কৃষিভিত্তিক
london লন্ডনে
eating খাওয়ার
kept রেখেছিলেন
january জানুয়ারি
paz পাজ
big বিগ
rammohan রামমোহন
velocity গতিবেগ
writing লেখার
pol পল
is হলঃ
investigation গবেষণা
execution মৃত্যুদণ্ড
roomed কক্ষ
to তো
life জীব
anwar আনোয়ার
faculty অনুষদ
rules নিয়ম
citizen নাগরিক
capable উপযুক্ত
screw স্ক্রু
focus ফোকাস
part পর্বের
greatest শ্রেষ্ঠ
merry মেরি
preserved সংরক্ষণ
under নীচে
slave গোলাম
which কোনটি
mawlana মাওলানা
opinion মত
ruler শাসনকর্তা
pop পোপ
rare ভার
arm বাহু
companion সঙ্গী
part পর্ব
minar মিনার
electronic ইলেক্ট্রনিক
mahal মহল
english ইংরেজদের
above উপরে
species প্রজাতি
collect জোগাড়
absolute চরম
raine রাইন
stone পাথরের
meer মীর
algebra বীজগণিত
generalize সাধারণীকৃত
two দুই
out জেতার
document তত্ত্ব
examination পরীক্ষানিরীক্ষা
heaven স্বর্ণের
paradise স্বর্গে
antibiotics অ্যান্টিবায়োটিক
mutual পারস্পরিক
1870 ১৮৭০
violet বেগুনি
gravitational মহাকর্ষীয়
nationality জাতীয়তাবাদী
parliament সংসদ
project প্রকল্প
mother জননী
mainly বহুলাংশে
executives কর্মকর্তা
participate রেখেছে
cabinet পরিষদ
officially কার্যত
but তবে
multilayer বহুতলক
and এবং
others অন্যদের
ancestry বংশোদ্ভুত
gradually ক্রমান্বয়ে
scheduled নথিভুক্ত
entire চাদ
naval নৌ
hance হ্যান্স
