loss scăderea
leader liderului
bible biblic
change modificare
shore litoralul
biographical biografice
critique critica
department departamentul
passing trecere
beforehand dinainte
outside afara
southern meridionali
queen regină
hall sala
mark marchează
mechanic mecanic
publication operei
series seria
she acea
subway metroul
postman poștal
promoting promovare
burning arderea
wall zidul
how cat
recognize recunosc
division împărțire
essential esențiale
indicating indicând
fell căzut
essential capitale
tried încerca
characteristic caracteristic
lyric lirice
islamic islamice
volume vol
hurt rănit
principles principiilor
follows urmeze
chosen aleși
distinction distincția
doubt îndoială
system sistem
possession stăpânirea
followed urmărit
theresa tereza
vote votul
tournament turneului
railway gara
dynamic dinamică
legal legale
beyonce beyoncé
court curții
ruler domnitorului
plastic plastici
entered pătruns
system sistemului
foreseen prevăzut
university facultății
decreased scăzut
involved implicată
electromagnetic electromagnetică
generate generează
brave curajos
drinking potabilă
bear ursul
leads conduce
hungarians unguri
koran coran
performed efectuează
distinction distincție
studies învățătura
sovereign suverane
recording înregistrare
land terestră
pythagorean pitagora
marry maria
change schimba
birth naștere
portal portalul
chronicle cronici
steps urmele
broadcasting radioficare
ruled domnit
saint sfânt
genre genului
vocal vocală
error eroare
government guvernamentale
personal personală
enjoy bucurat
iron fier
bad rău
shore țărmul
virtue virtutea
bible biblia
only singurele
help ajute
submitted supuse
above deasupra
boreal boreală
arrival sosirea
named numea
resident locuitor
song piesei
magazine magazin
city pitești
declared declarate
prove dovedi
numerous numeroasă
daughter fiicei
societies societăților
ended încheiat
direction latura
string șir
interest interesul
flags drapele
patient pacientului
principal capitale
chernobyl cernobîl
particles particulelor
record recordul
types tip
compound compuși
critics criticii
users utilizatori
record înregistrare
gardening horticultură
mechanical mecanica
symptoms simptome
meet întâlni
results rezultate
award premiul
conference conferința
civil civilă
sustained susținută
investment investiții
assassination asasinarea
media mediului
objectives obiectivele
filed file
century evului
publishing editura
elections alegerea
agreed căzut
column coloana
name numește
followers adepții
appreciated apreciat
chapter capitol
based bazează
banned interzise
active activi
gather adună
exposed expus
saint sfântă
center centru
huge imens
registration înregistrarea
decision hotărâre
around preajma
vegetables legume
southern sudic
develop dezvoltă
spiritual spirituale
studied studiat
spread răspândirea
baptism botez
birthrate natalității
cameras camerele
adopts adoptă
title titlu
beauty frumusețea
iberian iberică
administration administrare
intel informația
secondary secundă
invited invitat
situated așezate
many atâtea
colour culoare
localities localităților
from din
write scris
london londrei
so-called așanumita
thermal termică
knowledge cunoașterea
whose căror
representatives reprezentanți
required necesare
started inițiată
evening seară
lead conducă
legionary legionari
clothes haine
name lazăr
romance romanică
question întrebarea
after imediat
boundaries granițele
expand extinde
resort stațiunea
famous celebrul
polar polare
west apus
placement așezare
boat barca
assume preia
clubs cluburile
kind neam
apple mar
enough destul
series serie
notice remarcă
roma romilor
seen văzut
but ci
binds îmbină
through printrun
clock ceas
operation funcționare
thereby astfel
parallel paralelă
performance efectuarea
justice dreptate
rarely rareori
king regele
wished doreau
detailed detaliată
autonomy autonomia
alliance originară
parts părți
cities localităților
type modelul
claim dreptul
top superioară
close apropiat
troops trupe
eleven unsprezece
parties partide
cross traversează
offered oferită
decades decenii
these următoarele
agencies agenții
finalised încheiat
area zona
invited invitați
found găsea
millions milioane
objectives obiective
indian indieni
fifty cincizeci
fossils fosile
appointment numirea
comparison comparație
from față
platform platformă
personal propriu
bible biblie
chosen alese
use utiliza
developed elaborate
last ultimelor
east răsărit
change schimbe
berlin berlinului
additional suplimentară
judaism iudaismul
climate climatice
consists consta
accumulation acumulare
battle bătăliei
moments momente
relationship atitudini
christian creștin
force putere
artist artistul
musicians muzicieni
magical magic
implicated implicați
lyric vers
dense densă
position poziție
seen privit
alive viu
gypsies romilor
ring inel
poetic poetice
mixture elementelor
sunset apus
thinking gândirii
tanks tancuri
color culoare
poets poeți
remove scoate
hours orele
for destinate
independent distinctă
fourth patra
married căsătorit
appeared apărea
reformation reformă
byzantine bizantină
university universității
nicknamed zis
confess mărturisește
looks pare
graphics grafică
considered considera
mechanical mecanice
pupils elevilor
missed lipsit
baroque barocul
budapest budapesta
austrians austrieci
realising realizând
understanding înțelegere
ruthenia ruteniu
followed urmate
restaurants restaurante
habitation locuire
critics critici
name patrocle
spoil prada
counsel sfatului
initiative inițiativa
date dată
mathematician matematician
surface suprafețe
audience publicul
george gheorghe
hit lovit
bees albine
language bulgare
name jackson
making realizând
collegian colegiul
apparatus aparate
concomitant concomitent
cave peșterii
appear apără
browser browserul
attributed atribuite
rather ba
theatre teatrul
change schimbul
met întâlnit
status statut
amount cantității
was fusese
colonization colonizarea
device periferic
legionnaires legionari
writing scriind
this acestă
awareness conștiința
slovakian slovace
production producătoare
accompanied însoțită
name șincai
crash prăbușirea
definition definiția
named intitulată
soils solurile
district districtul
table masa
iron oțelului
secretary secretar
ultraviolet ultraviolete
take preia
bright luminoasă
passage pasaje
some anumitor
consideration considerare
output ieșire
keep țină
prose proza
conquer cucerească
translate traducere
investments investițiilor
disease boală
pronoun pronumele
mistakes greșeli
made făceau
consisted consta
try încerce
polysaccharides polizaharide
future viitoare
popular populare
prohibited interzise
gazes gazelor
greek greacă
competition concursului
dissolution dizolvarea
multitude multitudine
soul solul
can putut
spread răspândite
mute mută
feelings sentimentele
change schimbarea
salinity salinitatea
human umane
interpreted interpretate
extensive lung
mountains munților
period perioade
dark întunecate
along dea
proteins proteine
after ulterioare
oppose opune
single singură
race cursă
buried îngropat
kind felul
ball mingea
writings scrierile
acquaintance cunoștință
ocean oceanul
region regiunii
story povestea
census recensământ
fall cădere
issue chestiunea
version varianta
volume tom
related legate
how câte
rural rurală
match meciul
sport sporturi
destinations destinații
only atât
work muncă
cousins veri
actress actriță
financial finanțe
slaves slavilor
monograph monografia
volumes volumele
drawn desenate
saloon salonul
diocese episcopia
name ștefănescu
departure plecare
migratory migratoare
mountains muntii
marked subliniat
employee angajat
philharmonic filarmonica
youth tinerii
didactic didactică
indian indiene
player jucător
designed destinată
proposed propus
claims susține
song cântec
tree arborele
specialized specializat
came veni
number cifra
mental psihice
portrait portretul
application aplicarea
refugees refugiați
identifies identifică
companies întreprinderi
discussions discuțiile
continuation continuare
people persoanele
organisms organismelor
build construiește
centre centru
space spațiul
opportunity prilej
consumption consum
title titu
definition definiție
felt simțit
acted acționat
earth terrei
books cărți
name stan
bars bare
station post
precipitation precipitațiile
found găseau
spaces spații
interpretation interpretarea
lithuania lituania
president președinția
including incluzând
position poziția
baroque baroc
declarations declarații
russian rus
inventions invenții
chronic cronica
decree decretul
rename numească
gradually treptat
couple soții
catholic catolic
system sistemul
birth nasc
recognized recunoscuți
consciousness conștiința
pointed îndreptat
premier premieră
attempt tentativă
family familie
existing existentă
assembly ansamblul
have dispun
markets piețe
heavy grea
name reșița
throw aruncă
identification identificarea
family familia
laboratories laboratoare
source izvor
described descrisă
aldehyde aldehidă
nearby apropiere
victories victorii
